ID,6,13,16,18,21,25,28,31,34,69,73,74,84,m71E,m82C
1,1,1,1,NA,1,0,1,0,NA,1,0,1,NA,1,1
2,1,NA,0,1,1,1,1,NA,NA,NA,NA,1,1,1,1
25,1,1,1,1,NA,1,1,1,NA,1,0,1,1,1,1
27,1,NA,1,1,1,1,1,1,0,NA,1,1,1,NA,1
28,1,1,NA,1,1,1,1,1,1,1,NA,0,1,1,1
29,1,1,1,1,1,1,1,1,1,0,1,NA,1,1,1
30,1,1,0,NA,1,1,1,1,1,1,1,1,1,1,1
31,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
33,0,1,1,1,0,1,NA,1,1,1,1,1,1,1,1
34,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,1,NA
35,0,0,1,1,1,1,1,1,1,1,NA,1,1,1,1
37,NA,1,1,0,0,1,0,1,1,1,1,1,1,1,1
38,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
39,0,1,1,NA,1,1,1,0,1,1,0,1,1,1,1
40,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1
41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
43,NA,1,1,1,1,0,1,0,1,NA,1,1,0,1,1
44,0,1,1,0,1,1,1,1,1,1,1,1,NA,0,1
45,1,1,1,NA,1,1,1,1,1,1,0,1,0,1,1
46,1,1,1,NA,1,1,1,1,0,1,1,1,1,1,1
47,NA,1,1,1,1,1,1,1,1,0,1,1,1,0,1
48,1,1,1,NA,1,1,1,1,1,0,1,1,1,1,1
49,1,1,NA,0,1,0,1,1,1,1,1,1,1,1,1
50,1,1,0,1,NA,1,1,1,1,0,1,0,1,1,1
51,1,NA,1,1,1,0,NA,1,NA,1,1,0,NA,0,NA
52,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1
53,1,1,1,1,1,NA,1,1,1,1,1,0,1,1,1
55,NA,0,1,NA,1,1,1,NA,1,1,1,1,1,1,1
56,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
58,NA,1,0,1,1,1,1,1,0,1,1,1,0,1,1
59,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
60,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1
61,1,1,0,0,NA,NA,NA,1,1,1,NA,0,0,1,1
62,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
63,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1
64,0,0,1,1,1,1,1,0,1,1,1,1,NA,1,1
65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
67,0,1,1,NA,1,1,1,1,1,1,NA,NA,1,NA,1
68,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
71,NA,NA,NA,1,1,1,1,0,NA,1,1,1,0,1,1
72,NA,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1
73,1,1,NA,1,1,1,NA,NA,1,1,1,1,1,1,1
74,1,NA,1,1,1,NA,1,1,1,1,NA,1,1,1,1
75,0,NA,NA,1,1,NA,1,1,1,1,1,1,1,1,1
