Allele Report,,,,,,,,,,,,,,,,,,,,,,,
Software Package: SoftGenetics GeneMarker 2.4.0,,,,,,,,,,,,,,,,,,,,,,,
Date/Time: 5/11/2012 12:45:19 PM,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Project: C:\Users\jpwlab\Desktop\Mark Fisher temp\Mark Fisher\New msat scoring\My spectra\Inj 2\Set_12345_Inj2.SGF,,,,,,,,,,,,,,,,,,,,,,,
Panel: Solenopsis_inj2_PigTail,,,,,,,,,,,,,,,,,,,,,,,
Size: Liz600 ICBR,,,,,,,,,,,,,,,,,,,,,,,
Analysis Type: Fragment (Animal),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Report Style: Marker Table,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,C147,,Sol-20,,i-130,,C487_PigTail,,Sol-42f,,C316,,i-136,,C204,,C536,,C27,,i-120_PigTail,
1,1__Inj_2_Set_2_Maf_A01.fsa,67,73,103,105,218,218,**,**,114,116,205,207,63,63,**,**,87,99,**,**,318,326
2,2__Inj_2_Set_2_Maf_A02.fsa,73,73,107,107,**,**,**,**,116,118,207,234,63,63,**,**,95,107,**,**,314,328
3,3__Inj_2_Set_2_Maf_A03.fsa,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
4,4__Inj_2_Set_2_Maf_A04.fsa,67,73,105,105,**,**,**,**,114,118,207,207,63,63,**,**,93,93,**,**,320,320
5,5__Inj_2_Set_2_Maf_A05.fsa,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
6,6__Inj_2_Set_2_Maf_A06.fsa,69,69,103,105,**,**,**,**,114,128,**,**,65,65,171,171,93,103,211,,**,**
7,7__Inj_2_Set_2_Maf_A07.fsa,67,67,103,107,**,**,320,320,116,130,207,207,63,63,163,171,93,107,211,,314,318
8,8__Inj_2_Set_2_Maf_A08.fsa,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
9,9__Inj_2_Set_2_Maf_A09.fsa,67,73,105,105,**,**,**,**,114,128,**,**,63,63,**,**,93,103,**,**,**,**
10,10__Inj_2_Set_2_Maf_A10.fsa,69,73,**,**,**,**,**,**,114,114,**,**,**,**,**,**,87,99,**,**,**,**
11,11__Inj_2_Set_2_Maf_A11.fsa,67,73,105,107,**,**,**,**,114,116,**,**,63,63,**,**,95,99,**,**,**,**
12,12__Inj_2_Set_2_Maf_A12.fsa,67,67,107,123,**,**,320,326,114,116,207,207,63,65,**,**,87,107,**,**,320,326
13,13__Inj_2_Set_2_Maf_B01.fsa,67,67,105,131,218,218,320,328,114,116,207,234,63,63,171,171,87,93,211,211,314,318
14,14__Inj_2_Set_2_Maf_B02.fsa,67,73,103,105,**,**,320,328,114,116,205,234,63,63,163,171,93,95,211,,314,326
15,15__Inj_2_Set_2_Maf_B03.fsa,67,73,105,123,**,**,**,**,116,118,207,207,63,63,163,171,93,93,211,,314,318
16,16__Inj_2_Set_2_Maf_B04.fsa,67,73,103,123,218,218,320,320,114,118,207,250,63,63,171,171,93,93,211,211,314,318
17,17__Inj_2_Set_2_Maf_B05.fsa,67,73,105,105,218,218,320,326,114,116,205,207,63,65,171,171,93,103,211,211,318,318
18,18__Inj_2_Set_2_Maf_B06.fsa,73,73,105,105,**,**,320,320,114,116,207,207,63,65,163,171,87,99,211,211,**,**
19,19__Inj_2_Set_2_Maf_B07.fsa,67,73,105,123,**,**,320,320,114,116,207,207,63,63,163,171,87,99,211,213,318,330
20,20__Inj_2_Set_2_Maf_B08.fsa,73,73,105,105,**,**,**,**,114,118,205,207,65,65,167,171,95,107,211,213,318,320
21,21__Inj_2_Set_2_Maf_B09.fsa,67,73,105,105,**,**,320,320,114,114,205,234,63,65,163,163,93,107,211,,314,318
22,22__Inj_2_Set_2_Maf_B10.fsa,73,73,107,107,218,218,320,322,128,128,205,207,63,63,171,171,87,95,211,211,314,318
23,23__Inj_2_Set_2_Maf_B11.fsa,67,73,105,105,**,**,**,**,118,128,205,207,63,63,163,171,93,93,**,**,328,328
24,24__Inj_2_Set_2_Maf_B12.fsa,67,73,103,105,218,218,**,**,114,118,**,**,63,63,171,171,93,99,**,**,**,**
25,25__Inj_2_Set_2_Maf_C01.fsa,73,73,107,107,218,218,320,320,114,140,207,207,63,65,163,171,87,93,**,**,314,326
26,26__Inj_2_Set_2_Maf_C02.fsa,73,73,105,105,218,218,320,320,114,116,205,207,63,63,167,204,87,95,**,**,318,328
27,27__Inj_2_Set_2_Maf_C03.fsa,67,73,105,105,218,218,**,**,114,128,207,234,63,63,171,171,93,107,211,211,320,328
28,28__Inj_2_Set_2_Maf_C04.fsa,67,73,105,131,218,218,320,326,114,118,205,205,63,63,163,171,107,107,211,211,320,328
29,29__Inj_2_Set_2_Maf_C05.fsa,69,69,105,123,**,**,**,**,**,**,207,234,63,63,163,163,99,107,211,,318,318
30,30__Inj_2_Set_2_Maf_C06.fsa,67,73,103,123,218,218,320,320,114,128,207,207,63,63,167,171,93,107,211,211,318,320
31,31__Inj_2_Set_2_Maf_C07.fsa,67,67,105,123,**,**,320,320,114,114,205,205,63,63,171,171,95,107,211,,318,318
32,32__Inj_2_Set_2_Maf_C08.fsa,73,73,105,105,**,**,320,320,114,128,205,207,63,65,163,171,93,95,211,,314,326
33,33__Inj_2_Set_2_Maf_C09.fsa,73,73,103,105,218,218,320,320,114,140,205,234,63,63,163,171,99,107,213,,314,328
34,34__Inj_2_Set_2_Maf_C10.fsa,67,67,105,105,218,218,320,322,116,128,207,234,63,63,163,163,93,99,211,213,314,318
35,35__Inj_2_Set_2_Maf_C11.fsa,67,69,103,105,**,**,320,328,114,114,205,207,63,65,171,171,99,107,**,**,314,318
36,36__Inj_2_Set_2_Maf_C12.fsa,73,73,103,123,**,**,**,**,114,114,234,234,63,65,171,171,93,93,207,211,314,318
37,37__Inj_2_Set_2_Maf_D01.fsa,67,73,105,105,**,**,320,322,114,114,234,234,63,65,163,171,93,107,211,213,314,328
38,38__Inj_2_Set_2_Maf_D02.fsa,67,73,105,123,218,218,326,328,114,140,207,207,65,65,171,171,93,99,211,211,314,328
39,39__Inj_2_Set_2_Maf_D03.fsa,73,73,**,**,**,**,328,328,114,116,207,207,**,**,163,171,**,**,211,213,**,**
40,40__Inj_2_Set_2_Maf_D04.fsa,73,73,103,105,218,218,320,322,114,116,207,207,63,63,163,171,93,107,211,211,314,314
41,41__Inj_2_Set_2_Maf_D05.fsa,69,73,105,123,218,218,320,322,114,118,205,207,63,65,171,171,93,93,211,,320,328
42,42__Inj_2_Set_2_Maf_D06.fsa,73,73,105,105,**,**,**,**,128,128,207,234,63,65,171,171,99,107,211,,**,**
43,43__Inj_2_Set_2_Maf_D07.fsa,67,73,105,123,218,218,320,322,114,128,207,207,63,65,171,171,87,99,**,**,318,324
44,44__Inj_2_Set_2_Maf_D08.fsa,67,67,105,105,218,218,320,320,116,116,207,207,65,65,167,171,93,103,**,**,314,314
45,45__Inj_2_Set_2_Maf_D09.fsa,67,67,103,123,**,**,**,**,114,128,207,207,63,65,171,171,93,107,211,,314,318
46,46__Inj_2_Set_2_Maf_D10.fsa,67,73,103,103,**,**,**,**,118,128,**,**,63,63,163,163,87,95,**,**,**,**
47,47__Inj_2_Set_2_Maf_D11.fsa,67,73,105,105,**,**,**,**,116,128,207,234,63,63,163,171,93,95,**,**,318,330
48,48__Inj_2_Set_2_Maf_D12.fsa,67,73,105,105,218,218,320,320,128,140,207,207,63,63,171,171,95,95,211,,318,318
49,49__Inj_2_Set_2_Maf_E01.fsa,67,73,105,107,**,**,**,**,116,116,205,207,63,65,163,167,87,113,**,**,314,318
50,50__Inj_2_Set_2_Maf_E02.fsa,73,73,105,105,**,**,320,320,114,118,207,234,65,65,167,171,99,107,211,,318,320
51,51__Inj_2_Set_2_Maf_E03.fsa,73,73,103,127,218,,320,320,114,128,207,207,65,65,163,163,93,107,211,,318,320
52,52__Inj_2_Set_2_Maf_E04.fsa,67,73,105,107,**,**,**,**,114,128,205,234,63,63,171,171,87,91,211,,330,330
53,53__Inj_2_Set_2_Maf_E05.fsa,67,73,105,105,**,**,**,**,114,118,**,**,63,63,171,171,95,107,**,**,**,**
54,54__Inj_2_Set_2_Maf_E06.fsa,73,73,105,123,**,**,**,**,114,114,**,**,63,65,163,171,93,107,**,**,**,**
55,55__Inj_2_Set_2_Maf_E07.fsa,67,73,105,105,**,**,**,**,114,118,207,207,63,65,163,171,95,107,211,,318,318
56,56__Inj_2_Set_2_Maf_E08.fsa,67,67,105,123,**,**,**,**,114,116,**,**,63,65,171,204,107,107,211,,314,320
57,57__Inj_2_Set_2_Maf_E09.fsa,67,67,105,105,**,**,**,**,118,128,207,207,63,63,163,171,93,103,211,,**,**
58,58__Inj_2_Set_2_Maf_E10.fsa,67,73,105,105,**,**,320,320,114,114,205,207,63,65,163,163,93,93,211,,314,318
59,59__Inj_2_Set_2_Maf_E11.fsa,67,73,103,105,**,**,**,**,114,140,205,207,63,63,171,171,95,107,**,**,**,**
60,60__Inj_2_Set_2_Maf_E12.fsa,69,73,105,131,**,**,**,**,114,140,**,**,65,65,163,171,93,95,**,**,**,**
61,61__Inj_2_Set_2_Maf_F01.fsa,67,67,103,105,**,**,320,322,116,140,205,207,63,65,163,171,87,103,207,211,318,318
62,62__Inj_2_Set_2_Maf_F02.fsa,67,67,103,103,**,**,320,320,114,128,207,234,63,65,163,171,99,107,211,,318,324
63,63__Inj_2_Set_2_Maf_F03.fsa,67,73,105,105,218,218,320,320,118,128,207,234,63,65,171,171,99,103,211,211,314,314
64,64__Inj_2_Set_2_Maf_F04.fsa,67,73,103,103,**,**,**,**,116,122,205,207,63,65,171,171,95,103,211,,**,**
65,65__Inj_2_Set_2_Maf_F05.fsa,67,73,103,107,**,**,320,320,114,114,**,**,63,65,163,171,99,107,211,,**,**
66,66__Inj_2_Set_2_Maf_F06.fsa,73,73,105,121,**,**,**,**,114,116,**,**,63,63,171,171,87,93,**,**,**,**
67,67__Inj_2_Set_2_Maf_F07.fsa,67,67,123,131,**,**,320,320,116,128,207,207,63,63,163,171,87,103,211,,314,318
68,68__Inj_2_Set_2_Maf_F08.fsa,67,73,105,123,**,**,**,**,**,**,**,**,63,63,171,171,87,107,**,**,**,**
69,69__Inj_2_Set_2_Maf_F09.fsa,67,67,105,107,**,**,**,**,114,128,**,**,63,65,163,171,99,107,211,,**,**
70,70__Inj_2_Set_2_Maf_F10.fsa,67,73,103,123,**,**,**,**,114,118,205,207,65,65,163,163,95,99,**,**,314,314
71,71__Inj_2_Set_2_Maf_F11.fsa,67,67,105,107,218,218,320,320,114,118,234,234,65,65,163,163,107,107,211,,314,326
72,72__Inj_2_Set_2_Maf_F12.fsa,67,73,105,123,**,**,**,**,114,116,**,**,63,63,171,171,107,107,**,**,**,**
73,73__Inj_2_Set_2_Maf_G01.fsa,69,73,105,105,218,218,322,326,114,118,207,207,63,65,**,**,93,95,**,**,320,326
74,74__Inj_2_Set_2_Maf_G02.fsa,67,73,105,123,218,218,**,**,116,116,207,234,63,65,171,171,93,107,211,213,314,318
75,75__Inj_2_Set_2_Maf_G03.fsa,67,73,105,131,218,218,**,**,118,140,207,234,63,63,163,171,93,103,**,**,314,314
76,76__Inj_2_Set_2_Maf_G04.fsa,67,67,103,107,218,218,320,320,116,118,207,207,63,65,171,171,87,93,211,211,318,326
77,77__Inj_2_Set_2_Maf_G05.fsa,67,73,105,109,218,218,322,328,114,118,205,234,63,63,171,171,93,95,211,211,314,314
78,78__Inj_2_Set_2_Maf_G06.fsa,67,73,105,105,**,**,**,**,114,116,205,207,63,63,163,171,93,107,211,,314,314
79,79__Inj_2_Set_2_Maf_G07.fsa,67,67,105,131,**,**,320,320,114,118,205,207,63,63,171,171,93,95,211,,314,314
80,80__Inj_2_Set_2_Maf_G08.fsa,67,73,105,107,218,218,320,328,114,114,205,207,63,63,163,171,93,107,211,211,318,328
81,81__Inj_2_Set_2_Maf_G09.fsa,67,73,105,105,**,**,**,**,114,118,205,207,63,65,171,171,93,103,**,**,**,**
82,82__Inj_2_Set_2_Maf_G10.fsa,67,67,103,105,**,**,320,320,116,128,207,234,63,63,163,163,87,87,211,,314,314
83,83__Inj_2_Set_2_Maf_G11.fsa,73,73,105,105,**,**,**,**,114,114,207,207,63,65,171,171,95,107,**,**,**,**
84,84__Inj_2_Set_2_Maf_G12.fsa,67,73,131,131,218,218,320,320,114,140,205,207,63,65,163,171,87,107,211,,314,318
85,85__Inj_2_Set_2_Maf_H01.fsa,67,67,105,125,**,**,**,**,114,114,**,**,63,65,**,**,93,107,**,**,314,314
86,86__Inj_2_Set_2_Maf_H02.fsa,73,73,105,105,218,218,320,320,114,114,205,207,63,63,167,171,99,103,211,211,**,**
87,87__Inj_2_Set_2_Maf_H03.fsa,73,73,103,105,218,218,328,328,114,118,207,207,63,63,163,171,99,99,211,211,318,330
88,88__Inj_2_Set_2_Maf_H04.fsa,67,73,103,105,218,218,322,322,114,114,205,207,63,63,163,171,93,93,213,213,320,328
89,89__Inj_2_Set_2_Maf_H05.fsa,67,73,105,131,**,**,320,322,114,138,205,207,63,63,163,167,93,99,**,**,314,314
90,90__Inj_2_Set_2_Maf_H06.fsa,67,73,105,107,218,218,**,**,112,116,207,207,63,65,171,171,95,107,211,213,314,314
91,91__Inj_2_Set_2_Maf_H07.fsa,67,67,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
92,92__Inj_2_Set_2_Maf_H08.fsa,67,73,105,131,**,**,320,320,114,116,205,234,63,63,171,171,93,107,211,,318,328
93,93__Inj_2_Set_2_Maf_H09.fsa,73,73,107,131,**,**,320,320,116,116,207,207,63,65,163,171,93,99,211,,**,**
94,94__Inj_2_Set_2_Maf_H10.fsa,73,73,123,131,**,**,**,**,114,114,207,207,65,65,163,171,107,107,211,,**,**
95,95__Inj_2_Set_2_Maf_H11.fsa,73,73,107,123,**,**,**,**,114,116,205,207,63,63,171,171,87,107,211,219,**,**
96,96__Inj_2_Set_2_Maf_H12.fsa,67,69,103,131,**,**,320,320,116,128,205,207,63,63,163,171,87,93,211,,314,328
97,98__Inj_2_Set_3_Maf_A02.fsa,67,73,105,123,**,**,322,328,114,118,205,234,63,65,163,163,93,107,**,**,318,318
98,99__Inj_2_Set_3_Maf_A03.fsa,67,73,105,105,**,**,320,326,114,140,207,207,63,65,171,171,87,93,**,**,318,330
99,100__Inj_2_Set_3_Maf_A04.fsa,73,73,105,105,218,218,320,322,114,128,207,207,63,65,171,171,87,93,211,211,314,314
100,101__Inj_2_Set_3_Maf_A05.fsa,67,73,107,123,218,218,320,326,116,116,207,234,63,63,171,171,93,107,211,211,318,326
101,102__Inj_2_Set_3_Maf_A06.fsa,67,73,105,107,218,218,320,320,114,116,207,207,63,63,163,171,93,93,211,211,314,318
102,103__Inj_2_Set_3_Maf_A07.fsa,67,73,105,131,218,218,320,328,114,128,207,207,63,65,163,171,93,103,211,213,314,320
103,104__Inj_2_Set_3_Maf_A08.fsa,73,73,105,105,**,**,**,**,114,128,205,207,63,63,163,163,93,93,**,**,314,330
104,105__Inj_2_Set_3_Maf_A09.fsa,67,73,105,105,218,218,320,320,116,128,205,205,63,65,171,171,93,99,211,211,318,318
105,106__Inj_2_Set_3_Maf_A10.fsa,67,73,103,123,**,**,320,322,114,114,207,207,**,**,171,171,**,**,211,211,**,**
106,107__Inj_2_Set_3_Maf_A11.fsa,67,73,105,107,**,**,322,322,114,116,205,207,**,**,171,171,**,**,211,211,**,**
107,108__Inj_2_Set_3_Maf_A12.fsa,67,73,107,123,**,**,320,320,114,118,207,207,**,**,171,171,**,**,**,**,**,**
108,109__Inj_2_Set_3_Maf_B01.fsa,67,67,103,123,218,218,320,320,114,118,205,234,63,65,171,171,93,107,211,211,318,328
109,110__Inj_2_Set_3_Maf_B02.fsa,67,67,103,107,218,218,320,320,114,128,234,234,63,63,167,171,103,103,211,211,314,320
110,111__Inj_2_Set_3_Maf_B03.fsa,69,73,105,105,218,218,322,328,114,114,207,207,63,63,171,171,87,99,**,**,318,330
111,112__Inj_2_Set_3_Maf_B04.fsa,67,73,103,105,218,218,**,**,114,118,205,234,63,65,163,171,87,93,**,**,314,330
112,113__Inj_2_Set_3_Maf_B05.fsa,73,73,105,129,218,218,322,328,128,140,207,234,63,63,167,171,95,107,211,211,318,324
113,114__Inj_2_Set_3_Maf_B06.fsa,67,73,103,123,218,218,320,326,118,130,207,234,63,63,171,171,95,107,211,211,328,330
114,115__Inj_2_Set_3_Maf_B07.fsa,67,73,105,105,**,**,**,**,118,140,207,207,63,65,163,171,93,103,**,**,**,**
115,116__Inj_2_Set_3_Maf_B08.fsa,67,67,105,107,218,218,320,326,116,116,205,234,63,63,171,171,95,103,211,211,314,318
116,117__Inj_2_Set_3_Maf_B09.fsa,67,67,103,123,**,**,320,320,128,128,205,205,63,63,171,171,95,107,211,211,**,**
